0 -2.52237e-05 -11 -5.93673e-07 1 0 0 0
0.01 0.000474819 -10.9998 9.94272e-05 0.999998 0.000499697 0.00166675 0.000166213
0.02 0.000974862 -10.9996 0.000199448 0.999994 0.000998791 0.00333367 0.000331556
0.03 0.0014749 -10.9994 0.000299469 0.999986 0.00149727 0.00500074 0.000495976
0.04 0.00197495 -10.9992 0.00039949 0.999976 0.00199517 0.00666797 0.000659531
0.05 0.00247499 -10.999 0.00049951 0.999962 0.00249248 0.00833534 0.000822176
0.06 0.00297503 -10.9988 0.000599531 0.999945 0.00298915 0.0100029 0.000983959
0.07 0.00347507 -10.9986 0.000699552 0.999925 0.00348524 0.0116705 0.00114484
0.08 0.00397512 -10.9984 0.000799573 0.999902 0.00398076 0.0133383 0.00130486
0.09 0.00447516 -10.9982 0.000899594 0.999876 0.00447563 0.0150062 0.00146396
0.1 0.0049752 -10.998 0.000999615 0.999847 0.00496991 0.0166742 0.00162221
0.11 0.00547525 -10.9978 0.00109964 0.999815 0.00546363 0.0183424 0.00177957
0.12 0.00597529 -10.9976 0.00119966 0.99978 0.00595668 0.0200106 0.00193605
0.13 0.00647533 -10.9974 0.00129968 0.999742 0.00644917 0.021679 0.00209167
0.14 0.00697537 -10.9972 0.0013997 0.999701 0.00694106 0.0233474 0.00224639
0.15 0.00747542 -10.997 0.00149972 0.999657 0.00743234 0.0250159 0.00240025
0.16 0.00797546 -10.9968 0.00159974 0.999609 0.00792301 0.0266845 0.00255325
0.17 0.0084755 -10.9966 0.00169976 0.999559 0.00841311 0.0283532 0.00270536
0.18 0.00897554 -10.9964 0.00179978 0.999506 0.00890259 0.030022 0.00285658
0.19 0.00947559 -10.9962 0.0018998 0.999449 0.00939148 0.0316908 0.003007
0.2 0.00997563 -10.996 0.00199982 0.99939 0.00987976 0.0333597 0.00315651
0.21 0.0104757 -10.9958 0.00209984 0.999327 0.0103675 0.0350286 0.00330515
0.22 0.0109757 -10.9956 0.00219986 0.999261 0.0108545 0.0366976 0.00345293
0.23 0.0114758 -10.9954 0.00229989 0.999193 0.011341 0.0383667 0.00359987
0.24 0.0119758 -10.9952 0.00239991 0.999121 0.0118269 0.0400357 0.00374592
0.25 0.0124758 -10.995 0.00249993 0.999047 0.0123122 0.0417048 0.00389111
0.26 0.0129759 -10.9948 0.00259995 0.998969 0.0127969 0.0433739 0.00403548
0.27 0.0134759 -10.9946 0.00269997 0.998888 0.013281 0.0450431 0.00417894
0.28 0.013976 -10.9944 0.00279999 0.998804 0.0137645 0.0467122 0.00432156
0.29 0.014476 -10.9942 0.00290001 0.998717 0.0142474 0.0483814 0.00446331
0.3 0.0149761 -10.994 0.00300003 0.998627 0.0147297 0.0500506 0.00460425
0.31 0.0154761 -10.9938 0.00310005 0.998535 0.0152114 0.0517198 0.00474433
0.32 0.0159761 -10.9936 0.00320007 0.998439 0.0156926 0.0533889 0.00488355
0.33 0.0164762 -10.9934 0.00330009 0.99834 0.0161731 0.0550581 0.00502191
0.34 0.0169762 -10.9932 0.00340011 0.998237 0.016653 0.0567272 0.00515943
0.35 0.0174763 -10.993 0.00350014 0.998132 0.0171323 0.0583963 0.00529612
0.36 0.0179763 -10.9928 0.00360016 0.998024 0.0176111 0.0600653 0.00543194
0.37 0.0184764 -10.9926 0.00370018 0.997913 0.0180892 0.0617344 0.00556689
0.38 0.0189764 -10.9924 0.0038002 0.997799 0.0185668 0.0634033 0.00570104
0.39 0.0194764 -10.9922 0.00390022 0.997682 0.0190437 0.0650723 0.00583435
0.4 0.0199765 -10.992 0.00400024 0.997562 0.0195201 0.0667412 0.0059668
0.41 0.0204765 -10.9918 0.00410026 0.997438 0.0199958 0.06841 0.00609838
0.42 0.0209766 -10.9916 0.00420028 0.997312 0.020471 0.0700787 0.00622918
0.43 0.0214766 -10.9914 0.0043003 0.997183 0.0209456 0.0717474 0.00635911
0.44 0.0219767 -10.9912 0.00440032 0.99705 0.0214196 0.073416 0.00648822
0.45 0.0224767 -10.991 0.00450034 0.996915 0.021893 0.0750845 0.00661646
0.46 0.0229767 -10.9908 0.00460036 0.996776 0.0223658 0.076753 0.0067439
0.47 0.0234768 -10.9906 0.00470039 0.996635 0.022838 0.0784213 0.0068705
0.48 0.0239768 -10.9904 0.00480041 0.996491 0.0233096 0.0800895 0.00699624
0.49 0.0244769 -10.9902 0.00490043 0.996343 0.0237806 0.0817577 0.00712118
0.5 0.0249769 -10.99 0.00500045 0.996193 0.024251 0.0834257 0.00724527
0.51 0.0254769 -10.9898 0.00510047 0.996039 0.0247209 0.0850936 0.00736857
0.52 0.025977 -10.9896 0.00520049 0.995882 0.0251902 0.0867613 0.00749096
0.53 0.026477 -10.9894 0.00530051 0.995723 0.0256588 0.088429 0.00761259
0.54 0.0269771 -10.9892 0.00540053 0.99556 0.0261269 0.0900965 0.00773338
0.55 0.0274771 -10.989 0.00550055 0.995395 0.0265944 0.0917639 0.00785332
0.56 0.0279772 -10.9888 0.00560057 0.995226 0.0270613 0.0934311 0.00797248
0.57 0.0284772 -10.9886 0.00570059 0.995054 0.0275276 0.0950982 0.00809078
0.58 0.0289772 -10.9884 0.00580061 0.99488 0.0279933 0.0967651 0.00820826
0.59 0.0294773 -10.9882 0.00590064 0.994702 0.0284584 0.0984319 0.00832491
0.6 0.0299773 -10.988 0.00600066 0.994521 0.028923 0.100098 0.00844081
0.61 0.0304774 -10.9878 0.00610068 0.994338 0.0293869 0.101765 0.0085558
0.62 0.0309774 -10.9876 0.0062007 0.994151 0.0298503 0.103431 0.00867003
0.63 0.0314775 -10.9874 0.00630072 0.993961 0.0303131 0.105097 0.00878341
0.64 0.0319775 -10.9872 0.00640074 0.993768 0.0307753 0.106763 0.00889597
0.65 0.0324775 -10.987 0.00650076 0.993573 0.0312369 0.108429 0.00900771
0.66 0.0329776 -10.9868 0.00660078 0.993374 0.0316979 0.110094 0.00911865
0.67 0.0334776 -10.9866 0.0067008 0.993172 0.0321584 0.111759 0.00922877
0.68 0.0339777 -10.9864 0.00680082 0.992967 0.0326182 0.113424 0.00933809
0.69 0.0344777 -10.9862 0.00690084 0.992759 0.0330775 0.115089 0.00944659
0.7 0.0349778 -10.986 0.00700086 0.992549 0.0335362 0.116754 0.00955426
0.71 0.0354778 -10.9858 0.00710088 0.992335 0.0339943 0.118418 0.00966111
0.72 0.0359778 -10.9856 0.00720091 0.992118 0.0344518 0.120082 0.00976721
0.73 0.0364779 -10.9854 0.00730093 0.991898 0.0349087 0.121746 0.00987243
0.74 0.0369779 -10.9852 0.00740095 0.991675 0.0353651 0.12341 0.00997689
0.75 0.037478 -10.985 0.00750097 0.991449 0.0358209 0.125073 0.0100805
0.76 0.037978 -10.9848 0.00760099 0.991221 0.0362761 0.126736 0.0101833
0.77 0.0384781 -10.9846 0.00770101 0.990989 0.0367307 0.128399 0.0102854
0.78 0.0389781 -10.9844 0.00780103 0.990754 0.0371847 0.130062 0.0103866
0.79 0.0394781 -10.9842 0.00790105 0.990516 0.0376382 0.131724 0.010487
0.8 0.0399782 -10.984 0.00800107 0.990275 0.038091 0.133386 0.0105866
0.81 0.0404782 -10.9838 0.00810109 0.990031 0.0385433 0.135048 0.0106854
0.82 0.0409783 -10.9836 0.00820111 0.989785 0.038995 0.13671 0.0107834
0.83 0.0414783 -10.9834 0.00830113 0.989535 0.0394462 0.138371 0.0108806
0.84 0.0419784 -10.9832 0.00840116 0.989282 0.0398967 0.140032 0.010977
0.85 0.0424784 -10.983 0.00850118 0.989026 0.0403467 0.141692 0.0110726
0.86 0.0429784 -10.9828 0.0086012 0.988767 0.0407961 0.143353 0.0111673
0.87 0.0434785 -10.9826 0.00870122 0.988506 0.0412449 0.145012 0.0112613
0.88 0.0439785 -10.9824 0.00880124 0.988241 0.0416932 0.146672 0.0113545
0.89 0.0444786 -10.9822 0.00890126 0.987973 0.0421408 0.148331 0.0114469
0.9 0.0449786 -10.982 0.00900128 0.987702 0.0425879 0.14999 0.0115385
0.91 0.0454787 -10.9818 0.0091013 0.987429 0.0430345 0.151649 0.0116293
0.92 0.0459787 -10.9816 0.00920132 0.987152 0.0434804 0.153307 0.0117193
0.93 0.0464787 -10.9814 0.00930134 0.986872 0.0439257 0.154965 0.0118085
0.94 0.0469788 -10.9812 0.00940136 0.98659 0.0443705 0.156623 0.0118969
0.95 0.0474788 -10.981 0.00950138 0.986304 0.0448147 0.15828 0.0119845
0.96 0.0479789 -10.9808 0.00960141 0.986015 0.0452584 0.159937 0.0120713
0.97 0.0484789 -10.9806 0.00970143 0.985724 0.0457014 0.161593 0.0121573
0.98 0.048979 -10.9804 0.00980145 0.985429 0.0461439 0.163249 0.0122425
0.99 0.049479 -10.9802 0.00990147 0.985132 0.0465859 0.164905 0.012327
1 0.049979 -10.98 0.0100015 0.984831 0.0470272 0.16656 0.0124106
1.01 0.0504791 -10.9798 0.0101015 0.984527 0.047468 0.168215 0.0124935
1.02 0.0509791 -10.9796 0.0102015 0.984221 0.0479082 0.16987 0.0125755
1.03 0.0514792 -10.9794 0.0103016 0.983912 0.0483478 0.171524 0.0126568
1.04 0.0519792 -10.9792 0.0104016 0.983599 0.0487869 0.173177 0.0127372
1.05 0.0524793 -10.979 0.0105016 0.983284 0.0492254 0.174831 0.0128169
1.06 0.0529793 -10.9788 0.0106016 0.982965 0.0496633 0.176484 0.0128958
1.07 0.0534793 -10.9786 0.0107016 0.982644 0.0501007 0.178136 0.0129739
1.08 0.0539794 -10.9784 0.0108017 0.98232 0.0505375 0.179788 0.0130512
1.09 0.0544794 -10.9782 0.0109017 0.981992 0.0509737 0.181439 0.0131278
1.1 0.0549795 -10.978 0.0110017 0.981662 0.0514093 0.183091 0.0132035
1.11 0.0554795 -10.9778 0.0111017 0.981329 0.0518444 0.184741 0.0132784
1.12 0.0559795 -10.9776 0.0112017 0.980993 0.0522789 0.186391 0.0133526
1.13 0.0564796 -10.9774 0.0113018 0.980654 0.0527129 0.188041 0.013426
1.14 0.0569796 -10.9772 0.0114018 0.980312 0.0531463 0.18969 0.0134986
1.15 0.0574797 -10.977 0.0115018 0.979967 0.0535791 0.191339 0.0135703
1.16 0.0579797 -10.9768 0.0116018 0.979619 0.0540113 0.192988 0.0136414
1.17 0.0584798 -10.9766 0.0117018 0.979268 0.054443 0.194635 0.0137116
1.18 0.0589798 -10.9764 0.0118019 0.978914 0.0548741 0.196283 0.013781
1.19 0.0594798 -10.9762 0.0119019 0.978557 0.0553047 0.19793 0.0138497
1.2 0.0599799 -10.976 0.0120019 0.978197 0.0557347 0.199576 0.0139175
1.21 0.0604799 -10.9758 0.0121019 0.977834 0.0561641 0.201222 0.0139846
1.22 0.06098 -10.9756 0.0122019 0.977469 0.056593 0.202867 0.0140509
1.23 0.06148 -10.9754 0.012302 0.9771 0.0570213 0.204512 0.0141164
1.24 0.0619801 -10.9752 0.012402 0.976728 0.0574491 0.206156 0.0141811
1.25 0.0624801 -10.975 0.012502 0.976354 0.0578762 0.2078 0.0142451
1.26 0.0629801 -10.9748 0.012602 0.975976 0.0583029 0.209443 0.0143083
1.27 0.0634802 -10.9746 0.0127021 0.975596 0.0587289 0.211086 0.0143706
1.28 0.0639802 -10.9744 0.0128021 0.975212 0.0591544 0.212728 0.0144322
1.29 0.0644803 -10.9742 0.0129021 0.974826 0.0595794 0.21437 0.014493
1.3 0.0649803 -10.974 0.0130021 0.974437 0.0600037 0.216011 0.0145531
1.31 0.0654804 -10.9738 0.0131021 0.974045 0.0604275 0.217651 0.0146123
1.32 0.0659804 -10.9736 0.0132022 0.973649 0.0608508 0.219291 0.0146708
1.33 0.0664804 -10.9734 0.0133022 0.973251 0.0612735 0.220931 0.0147284
1.34 0.0669805 -10.9732 0.0134022 0.97285 0.0616957 0.22257 0.0147853
1.35 0.0674805 -10.973 0.0135022 0.972446 0.0621173 0.224208 0.0148415
1.36 0.0679806 -10.9728 0.0136022 0.97204 0.0625383 0.225845 0.0148968
