0.333365 -0.0999947 0.0334091
0.333401 -0.0998742 0.0332349
0.333434 -0.0997531 0.0330497
0.333466 -0.099637 0.0328764
0.3335 -0.0995223 0.0326937
0.333534 -0.0993971 0.0325205
0.333565 -0.0992841 0.0323392
0.333599 -0.0991738 0.0321654
0.333631 -0.0990487 0.0319812
0.333662 -0.0989355 0.0318101
0.333694 -0.0988298 0.0316313
0.333726 -0.0987034 0.0314536
0.333757 -0.0985952 0.0312783
0.333789 -0.0984852 0.0310987
0.33382 -0.0983702 0.0309256
0.333852 -0.0982569 0.0307494
0.333881 -0.0981523 0.0305712
0.333911 -0.098039 0.0303915
0.333941 -0.0979296 0.0302295
0.333972 -0.0978194 0.030043
0.334002 -0.0977151 0.0298695
0.33403 -0.0976023 0.0296939
0.33406 -0.0974993 0.0295233
0.334089 -0.0973931 0.0293425
0.334119 -0.097287 0.0291688
0.334147 -0.0971819 0.029002
0.334175 -0.0970799 0.0288175
0.334204 -0.0969757 0.0286467
0.334232 -0.0968662 0.0284684
0.33426 -0.0967677 0.0283047
0.334286 -0.096664 0.0281293
0.334315 -0.0965657 0.0279554
0.334342 -0.0964609 0.027779
0.33437 -0.096365 0.0276071
0.334397 -0.0962638 0.0274382
0.334423 -0.0961684 0.0272596
0.33445 -0.0960684 0.0270835
0.334475 -0.0959697 0.0269205
0.334502 -0.0958669 0.0267465
0.334527 -0.0957836 0.0265737
0.334554 -0.0956777 0.0263945
0.334579 -0.095589 0.0262347
0.334603 -0.0954851 0.0260556
0.334631 -0.0953983 0.025888
0.334653 -0.0953034 0.0257115
0.33468 -0.0952144 0.0255468
0.334704 -0.095113 0.025373
0.334729 -0.0950326 0.0251994
0.334751 -0.0949338 0.0250316
0.334776 -0.0948452 0.0248593
0.3348 -0.0947579 0.0246976
0.334823 -0.0946707 0.0245112
0.334847 -0.0945833 0.0243547
0.33487 -0.0944866 0.0241797
0.334894 -0.0944072 0.0240065
0.334916 -0.0943195 0.0238467
0.334939 -0.0942293 0.0236694
0.33496 -0.0941448 0.0235012
0.334984 -0.0940635 0.0233298
0.335006 -0.0939756 0.0231737
0.335029 -0.0938954 0.0229892
0.335048 -0.0938102 0.0228296
0.335071 -0.0937318 0.0226567
0.335093 -0.0936476 0.0224868
0.335114 -0.0935649 0.0223195
0.335135 -0.0934834 0.0221525
0.335156 -0.093406 0.0219839
0.335176 -0.0933298 0.0218174
0.335196 -0.0932444 0.0216493
0.335218 -0.0931741 0.0214788
0.335237 -0.0930928 0.0213097
0.335258 -0.0930131 0.0211536
0.335277 -0.0929394 0.0209721
0.335298 -0.0928631 0.020814
0.335317 -0.0927946 0.020645
0.335336 -0.0927134 0.0204737
0.335355 -0.092637 0.0203175
0.335374 -0.0925661 0.0201386
0.335393 -0.0924959 0.0199804
0.335411 -0.0924203 0.0198104
0.33543 -0.0923539 0.0196428
0.335447 -0.0922818 0.0194767
0.335466 -0.09221 0.0193155
0.335485 -0.0921343 0.0191462
0.335502 -0.0920704 0.0189804
0.335519 -0.0920079 0.0188175
0.335537 -0.0919419 0.0186499
0.335554 -0.0918636 0.0184815
0.335572 -0.091799 0.0183154
0.335587 -0.0917397 0.0181549
0.335605 -0.0916712 0.0179901
0.335621 -0.0915973 0.0178191
0.335637 -0.0915434 0.0176606
0.335655 -0.0914739 0.0174919
0.33567 -0.0914183 0.0173264
0.335686 -0.0913501 0.0171656
0.335701 -0.091291 0.0169981
0.335718 -0.0912281 0.016833
0.335733 -0.091168 0.0166734
0.335748 -0.0911045 0.0165061
0.335763 -0.0910449 0.0163427
0.335777 -0.0909936 0.0161814
0.335793 -0.0909316 0.0160098
0.335807 -0.0908748 0.0158483
0.335823 -0.0908132 0.0156882
0.335836 -0.0907595 0.015522
0.33585 -0.090704 0.0153614
0.335864 -0.0906499 0.0151941
0.335878 -0.0905905 0.015036
0.335892 -0.0905426 0.0148678
0.335906 -0.0904813 0.0147032
0.335917 -0.0904368 0.0145454
0.335933 -0.0903796 0.0143802
0.335945 -0.0903276 0.0142207
0.335956 -0.090282 0.0140524
0.335972 -0.0902224 0.0138923
0.335982 -0.0901775 0.0137258
0.335995 -0.0901248 0.0135694
0.336008 -0.0900815 0.0134019
0.336019 -0.0900312 0.0132413
0.336033 -0.0899827 0.0130808
0.336041 -0.0899361 0.0129155
0.336056 -0.0898868 0.0127569
0.336066 -0.0898477 0.0125926
0.336079 -0.0897941 0.0124308
0.336088 -0.0897534 0.0122704
0.336099 -0.0897102 0.0121066
0.336111 -0.0896631 0.0119462
0.336121 -0.0896261 0.0117753
0.336132 -0.0895774 0.011629
0.336141 -0.0895373 0.0114582
0.336153 -0.0894995 0.0112984
0.336162 -0.0894584 0.0111366
0.336173 -0.0894191 0.0109806
0.336182 -0.0893738 0.0108149
0.336193 -0.0893413 0.010655
0.336201 -0.0892969 0.0104878
0.336211 -0.089261 0.010338
0.336219 -0.0892273 0.0101687
0.336229 -0.0891868 0.0100115
0.336237 -0.0891568 0.00984745
0.336246 -0.089115 0.00968461
0.336255 -0.0890844 0.00953062
0.336263 -0.0890487 0.0093658
0.336271 -0.0890171 0.00920125
0.33628 -0.0889845 0.00905018
0.336288 -0.0889478 0.00888379
0.336295 -0.0889168 0.00872385
0.336303 -0.088886 0.00856335
0.336311 -0.0888587 0.0084076
0.336318 -0.0888232 0.00823584
0.336325 -0.0887954 0.00808606
0.336334 -0.088766 0.007919
0.336338 -0.0887422 0.00776358
0.336346 -0.0887159 0.00760388
0.336353 -0.0886813 0.00744373
0.336358 -0.0886589 0.00727952
0.336366 -0.0886343 0.00712303
0.33637 -0.0886082 0.00696302
0.336378 -0.0885802 0.00680166
0.336384 -0.0885535 0.00663852
0.33639 -0.0885314 0.0064852
0.336395 -0.0885148 0.00632618
0.3364 -0.0884878 0.00615621
0.336405 -0.0884696 0.00600229
0.336411 -0.0884442 0.00584754
0.336416 -0.0884245 0.00568121
0.336421 -0.0884045 0.00552853
0.336425 -0.0883834 0.00536315
0.33643 -0.0883663 0.00520253
0.336435 -0.0883454 0.00504925
0.336437 -0.0883333 0.00488328
0.336444 -0.088306 0.00472519
0.336445 -0.0883016 0.00457031
0.336453 -0.0882705 0.00440734
0.336455 -0.0882712 0.00424847
0.336458 -0.088251 0.00408745
0.336461 -0.0882317 0.00393177
0.336465 -0.0882215 0.00376913
0.336468 -0.0882025 0.00361177
0.336471 -0.0882012 0.00345354
0.336474 -0.088182 0.00329239
0.336476 -0.0881682 0.0031368
0.336477 -0.0881647 0.00297518
0.336483 -0.088146 0.00280959
0.336485 -0.0881374 0.0026593
0.336484 -0.0881368 0.00249825
0.336489 -0.0881195 0.00233586
0.336489 -0.0881169 0.00217895
0.33649 -0.0881114 0.00201935
0.336494 -0.0880977 0.00186596
0.336495 -0.0880982 0.00169301
0.336495 -0.0880864 0.00154639
0.336496 -0.0880871 0.00138415
0.336499 -0.0880753 0.00122387
0.336497 -0.0880795 0.00106453
0.336501 -0.088072 0.000910098
0.336499 -0.0880647 0.000746963
0.336499 -0.0880706 0.000588079
0.336501 -0.0880651 0.000430948
0.336501 -0.0880666 0.000269257
0.3365 -0.088061 0.000109658
0.3365 -0.0880675 -4.96315e-05
0.3365 -0.0880604 -0.000205678
0.336499 -0.0880712 -0.000368675
0.336499 -0.088067 -0.000520762
0.336498 -0.0880716 -0.000682232
0.336496 -0.088075 -0.000840133
0.336495 -0.0880807 -0.0010055
0.336496 -0.0880789 -0.00115967
0.336494 -0.0880781 -0.00132248
0.336491 -0.0881017 -0.00147503
0.33649 -0.0880903 -0.00164276
0.336487 -0.0881071 -0.00179466
0.336489 -0.0881128 -0.00195667
0.336484 -0.0881187 -0.00211602
0.336484 -0.0881257 -0.00227131
0.336479 -0.0881368 -0.00243383
0.336478 -0.0881466 -0.00259044
0.336475 -0.0881583 -0.00275134
0.336471 -0.0881689 -0.00291559
0.336471 -0.0881763 -0.00306873
0.336464 -0.0881882 -0.00322726
0.336465 -0.0882031 -0.00339178
0.33646 -0.0882159 -0.00353982
0.336456 -0.0882239 -0.00370992
0.336453 -0.0882411 -0.00386528
0.336449 -0.0882609 -0.00402457
0.336445 -0.0882692 -0.00418288
0.33644 -0.0882887 -0.00434555
0.336437 -0.0883074 -0.00450106
0.336433 -0.0883175 -0.00466296
0.336428 -0.0883421 -0.00482528
0.336424 -0.0883539 -0.00497724
0.336417 -0.0883769 -0.00514336
0.336416 -0.0883956 -0.00530204
0.336407 -0.0884156 -0.00546084
0.336405 -0.0884303 -0.00561809
0.336396 -0.0884626 -0.00577673
0.336393 -0.0884752 -0.00594417
0.336386 -0.0885002 -0.00609565
0.336382 -0.0885234 -0.00625778
0.336373 -0.0885491 -0.00642244
0.33637 -0.0885694 -0.00657718
0.336363 -0.0885962 -0.00673743
0.336357 -0.0886141 -0.00689611
0.336348 -0.0886564 -0.00705816
0.336344 -0.0886659 -0.00721944
0.336336 -0.0887006 -0.00737684
0.33633 -0.0887263 -0.00753324
0.336321 -0.0887485 -0.00770347
0.336314 -0.0887922 -0.00785591
0.336309 -0.0888138 -0.00801806
0.336299 -0.0888384 -0.00817854
0.336292 -0.0888732 -0.0083388
0.336285 -0.0888997 -0.00849454
0.336277 -0.0889401 -0.00866695
0.336267 -0.0889657 -0.00881786
0.33626 -0.0889984 -0.00897543
0.336249 -0.0890346 -0.00914449
0.336243 -0.0890683 -0.00930489
0.336235 -0.0891006 -0.00946133
0.336224 -0.0891356 -0.00962425
0.336216 -0.0891758 -0.00978393
0.336207 -0.0892045 -0.00994546
0.336196 -0.0892481 -0.010104
0.336188 -0.0892828 -0.0102674
0.336178 -0.0893215 -0.0104295
0.33617 -0.0893613 -0.0105902
0.336157 -0.0893949 -0.0107478
0.336147 -0.0894394 -0.0109144
0.336137 -0.0894806 -0.011067
0.336128 -0.0895165 -0.0112358
0.336117 -0.0895634 -0.0113928
0.336106 -0.0896017 -0.0115599
0.336095 -0.0896457 -0.0117214
0.336082 -0.0896907 -0.0118792
0.336076 -0.0897309 -0.0120364
0.33606 -0.0897787 -0.0122109
0.33605 -0.0898228 -0.0123646
0.336039 -0.0898652 -0.0125273
0.336026 -0.0899151 -0.012686
0.336015 -0.0899599 -0.0128544
0.336 -0.0900111 -0.0130173
0.335991 -0.0900569 -0.0131741
0.335979 -0.0901013 -0.013337
0.335964 -0.090155 -0.0135087
0.335952 -0.0902032 -0.0136591
0.335939 -0.0902543 -0.0138245
0.335925 -0.090306 -0.013991
0.335912 -0.0903597 -0.0141548
0.335902 -0.0904055 -0.0143093
0.335885 -0.0904604 -0.0144761
